1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,23,24,25,26,27,28,29,30,31
0.30506,0.30683,0.38631,0.26875,0.31012,0.27074,0.25018,0.22217,0.17788,0,0.10841,0.17277,0.12679,0.19779,0.19509,0.16194,0.29711,0.38106,0.17748,0.56276,0.36887,0.38727,0.43333,0.48651,0.47232,0.56161,0.44099,0.50531,0.44554
0.26169,0.28459,0.34337,0.22184,0.29413,0.28646,0.2339,0.16809,0.13761,0.10841,0,0.23654,0.1102,0.22782,0.20975,0.21708,0.30627,0.38723,0.17702,0.60639,0.36657,0.41268,0.43996,0.49416,0.48371,0.58193,0.45162,0.53723,0.45871
0.34715,0.35504,0.44137,0.33929,0.33393,0.29556,0.27697,0.26949,0.27004,0.17277,0.23654,0,0.17634,0.20639,0.19598,0.26275,0.29309,0.42124,0.22865,0.56071,0.36567,0.38048,0.40595,0.47689,0.42366,0.5375,0.37775,0.43343,0.39241
0.27857,0.26397,0.34524,0.23413,0.26518,0.26167,0.22161,0.17664,0.14518,0.12679,0.1102,0.17634,0,0.15044,0.1558,0.20176,0.31898,0.37213,0.18631,0.59949,0.35637,0.36706,0.39851,0.47509,0.45893,0.56339,0.39585,0.47599,0.40268
0.39477,0.37196,0.40587,0.36887,0.36171,0.36458,0.34542,0.29188,0.24427,0.19779,0.22782,0.20639,0.15044,0,0.1258,0.21664,0.35963,0.39921,0.24383,0.63598,0.41007,0.40151,0.4427,0.50279,0.49587,0.61492,0.37078,0.48014,0.42058
0.36995,0.36541,0.40521,0.37743,0.36771,0.38211,0.32206,0.27708,0.25281,0.19509,0.20975,0.19598,0.1558,0.1258,0,0.21886,0.33141,0.4074,0.24167,0.58929,0.38338,0.41738,0.43333,0.52066,0.47292,0.59978,0.39724,0.46602,0.41875
0.36053,0.35676,0.37579,0.32979,0.3554,0.35632,0.33483,0.29182,0.25374,0.16194,0.21708,0.26275,0.20176,0.21664,0.21886,0,0.30751,0.25851,0.13843,0.59563,0.39261,0.3776,0.44075,0.36679,0.48716,0.5984,0.41907,0.48333,0.42981
0.29083,0.31283,0.4224,0.31647,0.31987,0.28228,0.28888,0.31591,0.28287,0.29711,0.30627,0.29309,0.31898,0.35963,0.33141,0.30751,0,0.30219,0.2906,0.3956,0.27416,0.27154,0.35485,0.42024,0.34219,0.40815,0.44211,0.41161,0.3607
0.34259,0.31005,0.36712,0.2699,0.32218,0.33013,0.33726,0.37556,0.39215,0.38106,0.38723,0.42124,0.37213,0.39921,0.4074,0.25851,0.30219,0,0.17992,0.48786,0.42819,0.37602,0.47442,0.38397,0.44748,0.53798,0.50375,0.54029,0.42426
0.47553,0.4625,0.42708,0.43056,0.51042,0.52309,0.49081,0.45,0.45463,0.48304,0.41212,0.52991,0.43482,0.47166,0.45469,0.37979,0.51006,0.43576,0,0.80357,0.62639,0.6163,0.67708,0.5714,0.66667,0.70049,0.64828,0.68269,0.6
0.43008,0.39241,0.37708,0.42292,0.34762,0.37533,0.35018,0.42083,0.43121,0.44554,0.45871,0.39241,0.40268,0.42058,0.41875,0.42981,0.3607,0.42426,0.33958,0.40119,0.20863,0.2708,0.24375,0.308,0.26458,0.39859,0.28023,0.21558,0
0.3484,0.33987,0.40994,0.36657,0.33948,0.34178,0.31946,0.40851,0.37888,0.42306,0.43597,0.39148,0.41815,0.47077,0.44816,0.44939,0.2877,0.4293,0.32922,0.3061,0.17496,0.2497,0.2201,0.32194,0.23042,0.25531,0.33063,0.31707,0.26926
0.41417,0.41518,0.48735,0.43088,0.35466,0.37248,0.34912,0.39815,0.34667,0.36887,0.36657,0.36567,0.35637,0.41007,0.38338,0.39261,0.27416,0.42819,0.33973,0.33945,0,0.1594,0.11933,0.31923,0.25614,0.33578,0.28091,0.26518,0.20863
0.36951,0.37476,0.4862,0.39755,0.32677,0.32394,0.32515,0.42445,0.41034,0.38727,0.41268,0.38048,0.36706,0.40151,0.41738,0.3776,0.27154,0.37602,0.35176,0.41478,0.1594,0,0.18897,0.28073,0.22627,0.29346,0.28522,0.26941,0.2708
0.44451,0.45304,0.51667,0.46875,0.39583,0.39645,0.38756,0.42604,0.38008,0.43333,0.43996,0.40595,0.39851,0.4427,0.43333,0.44075,0.35485,0.47442,0.38542,0.35595,0.11933,0.18897,0,0.36022,0.32292,0.3497,0.30846,0.29286,0.24375
0.47939,0.46454,0.45781,0.45087,0.4623,0.46567,0.43348,0.48068,0.51166,0.48651,0.49416,0.47689,0.47509,0.50279,0.52066,0.36679,0.42024,0.38397,0.26116,0.54864,0.31923,0.28073,0.36022,0,0.29807,0.3305,0.1959,0.25806,0.308
0.35175,0.37366,0.4375,0.38889,0.34107,0.33234,0.32292,0.47604,0.47949,0.47232,0.48371,0.42366,0.45893,0.49587,0.47292,0.48716,0.34219,0.44748,0.46944,0.35119,0.25614,0.22627,0.32292,0.29807,0,0.22511,0.30944,0.31102,0.26458
0.51191,0.49434,0.50388,0.47263,0.48235,0.49531,0.45545,0.48131,0.47547,0.44099,0.45162,0.37775,0.39585,0.37078,0.39724,0.41907,0.44211,0.50375,0.32145,0.55824,0.28091,0.28522,0.30846,0.1959,0.30944,0.37946,0,0.21301,0.28023
0.39072,0.37362,0.43818,0.42681,0.41169,0.40289,0.39383,0.55342,0.55948,0.56161,0.58193,0.5375,0.56339,0.61492,0.59978,0.5984,0.40815,0.53798,0.44731,0.407,0.33578,0.29346,0.3497,0.3305,0.22511,0,0.37946,0.40057,0.39859
0.50106,0.50797,0.53165,0.54137,0.44777,0.46864,0.44096,0.54727,0.54239,0.50531,0.53723,0.43343,0.47599,0.48014,0.46602,0.48333,0.41161,0.54029,0.41817,0.47705,0.26518,0.26941,0.29286,0.25806,0.31102,0.40057,0.21301,0,0.21558

